origin_port,origin_region,cargo,destination_port,cargo_distance_m,displayed_sell_value_gbp,distance_status,value_status,source_recording,extraction_pass,supporting_frame_count,distinct_ocr_tuples_seen
Deadman's Murcia,East Somerset,Oranges,Taylor's Town,9702.5,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Deadman's Murcia,East Somerset,Oranges,Theresa,11341.7,278,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Deadman's Murcia,East Somerset,Oranges,Thresher Point,8497.7,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Deadman's Murcia,East Somerset,Oranges,Venta Nueva,11655.1,283,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Deadman's Murcia,East Somerset,Oranges,Villarreal Del Mar,10504.1,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,1,2
Deadman's Murcia,East Somerset,Oranges,White Hook,930.4,101,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Deadman's Murcia,East Somerset,Oranges,Wyntergard,3603.2,146,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Deadman's Murcia,East Somerset,Oranges,Yorinobu's Settlement,4343.5,159,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Falmouth,Kingston,Sugar,Al-Jazair,7173.9,146,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Ashbourne,7316.7,148,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Belfry Heights,6064.2,133,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Falmouth,Kingston,Sugar,Bucket Bay,5249.2,123,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Caledonia,9726.5,177,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,16,1
Falmouth,Kingston,Sugar,Castle Landing,9226.1,171,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Falmouth,Kingston,Sugar,Caveira,5647.4,128,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Caye Tiburon,5219.5,123,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Falmouth,Kingston,Sugar,Crownstead,7762.6,153,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Cumberland Hill,11517.5,198,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Falmouth,Kingston,Sugar,Deadman's Murcia,9554.2,175,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Falmouth,Kingston,Sugar,Fair Harbour,6579.3,139,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Gyldenvale,9130.6,170,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Falmouth,Kingston,Sugar,Jones' Outpost,10631.5,188,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Kandlerova,10019.9,180,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Falmouth,Kingston,Sugar,La Povenglia,8629.5,164,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Falmouth,Kingston,Sugar,Lebarde,7937.4,155,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Falmouth,Kingston,Sugar,Lord Irving's Sacrifice,4417.9,113,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Falmouth,Kingston,Sugar,Louisbourg,5483.8,126,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Falmouth,Kingston,Sugar,Madalena,7479.2,150,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Mako's Outlook,5173.5,122,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Falmouth,Kingston,Sugar,Matthew's Rest,4444.3,113,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Falmouth,Kingston,Sugar,Maurepas,4972.3,120,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Falmouth,Kingston,Sugar,New Brighton,5623.1,127,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Falmouth,Kingston,Sugar,New Catalina,11409.6,197,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Pachard Town,3446.7,101,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,2
Falmouth,Kingston,Sugar,Peter's Cove,8934.0,167,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,9,1
Falmouth,Kingston,Sugar,Petit Anvers,7073.1,145,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Falmouth,Kingston,Sugar,Poblado de San Juan,5984.3,132,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,4
Falmouth,Kingston,Sugar,Point Rocheux,2288.2,87,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Falmouth,Kingston,Sugar,Ponta Delgada,7643.3,152,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Port Antonio,1111.1,73,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Falmouth,Kingston,Sugar,Port Louis,7101.7,145,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Falmouth,Kingston,Sugar,Port Royal,2496.4,90,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Port-Au-Croix,2808.6,94,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Princeton,7810.7,154,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Puerto de San Fernando,3783.3,105,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Saint Vincent,7414.1,149,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Saint-Nicholas,10353.1,184,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Sainte Rose,6032.8,132,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,San Polo,9370.2,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Falmouth,Kingston,Sugar,San Salvador,6524.5,138,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,San Vito,6911.8,143,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Sandy Settlement,10067.3,181,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,1
Falmouth,Kingston,Sugar,Santa Maria,5645.3,128,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,Sao Bento,6456.5,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Falmouth,Kingston,Sugar,Snake Prosper,9333.0,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Falmouth,Kingston,Sugar,Sugar Cove,12406.6,209,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Taylor's Town,10387.1,185,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Theresa,2014.7,84,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Falmouth,Kingston,Sugar,Thresher Point,6376.4,137,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Falmouth,Kingston,Sugar,Venta Nueva,3065.0,97,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Falmouth,Kingston,Sugar,Villarreal Del Mar,1807.4,82,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Falmouth,Kingston,Sugar,White Hook,10422.3,185,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Falmouth,Kingston,Sugar,Wyntergard,8367.1,160,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,13,1
Jones' Outpost,New Catalina,Salmon,Al-Jazair,3593.1,168,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Jones' Outpost,New Catalina,Salmon,Ashbourne,7833.1,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Belfry Heights,7685.6,247,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Bucket Bay,6528.2,225,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Jones' Outpost,New Catalina,Salmon,Caledonia,3315.2,162,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Castle Landing,2781.1,152,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Caveira,16274.2,415,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Caye Tiburon,6731.2,229,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Crownstead,8553.1,264,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Jones' Outpost,New Catalina,Salmon,Cumberland Hill,984.8,117,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Jones' Outpost,New Catalina,Salmon,Deadman's Murcia,4126.3,178,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,13,1
Jones' Outpost,New Catalina,Salmon,Fair Harbour,5716.5,209,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,2
Jones' Outpost,New Catalina,Salmon,Falmouth,10631.5,305,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Gyldenvale,8726.9,268,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,Kandlerova,14775.8,386,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,La Povenglia,11758.3,327,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Jones' Outpost,New Catalina,Salmon,Lebarde,4326.1,182,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Jones' Outpost,New Catalina,Salmon,Lord Irving's Sacrifice,9784.9,288,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,Louisbourg,11060.2,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Madalena,18061.8,450,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Mako's Outlook,9661.2,286,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,Matthew's Rest,7336.4,241,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Maurepas,10243.3,297,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,New Brighton,5010.5,195,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Jones' Outpost,New Catalina,Salmon,New Catalina,1228.1,121,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Pachard Town,8103.9,256,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,Peter's Cove,7821.7,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Petit Anvers,11580.8,323,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Poblado de San Juan,15698.9,404,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Point Rocheux,10196.8,296,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,3
Jones' Outpost,New Catalina,Salmon,Ponta Delgada,17615.1,441,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,3
Jones' Outpost,New Catalina,Salmon,Port Antonio,11637.5,324,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Port Louis,6103.6,217,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,7,1
Jones' Outpost,New Catalina,Salmon,Port Royal,10451.7,301,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Port-Au-Croix,9143.9,276,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,Princeton,3092.9,158,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Puerto de San Fernando,14140.1,373,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Saint Vincent,4174.3,179,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,10,1
Jones' Outpost,New Catalina,Salmon,Saint-Nicholas,7804.3,250,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Sainte Rose,2241.7,336,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Jones' Outpost,New Catalina,Salmon,San Polo,13837.5,367,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,San Salvador,14953.6,389,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,San Vito,11052.9,313,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Sandy Settlement,8143.5,256,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Santa Maria,15245.2,395,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Sao Bento,16853.9,426,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Jones' Outpost,New Catalina,Salmon,Snake Prosper,3344.1,163,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Sugar Cove,2071.1,138,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Taylor's Town,6369.1,222,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Jones' Outpost,New Catalina,Salmon,Theresa,11954.3,331,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Jones' Outpost,New Catalina,Salmon,Thresher Point,6828.5,231,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Venta Nueva,3367.4,358,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,even_odd,1,1
Jones' Outpost,New Catalina,Salmon,Villarreal Del Mar,12072.0,333,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,1
Jones' Outpost,New Catalina,Salmon,White Hook,3818.9,172,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,12,1
Jones' Outpost,New Catalina,Salmon,Wyntergard,7526.2,244,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,1
Jones' Outpost,New Catalina,Salmon,Yorinobu's Settlement,5445.7,204,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,3,2
Kandlerova,San Polo,Truffles,Al-Jazair,13084.4,289,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Kandlerova,San Polo,Truffles,Ashbourne,16254.2,340,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Kandlerova,San Polo,Truffles,Belfry Heights,7267.4,196,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,5,2
Kandlerova,San Polo,Truffles,Bucket Bay,13433.7,295,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,2
Kandlerova,San Polo,Truffles,Caledonia,16112.8,338,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,2
Kandlerova,San Polo,Truffles,Castle Landing,12049.2,273,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,3
Kandlerova,San Polo,Truffles,Caveira,11637.0,266,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,4,3
Kandlerova,San Polo,Truffles,Caye Tiburon,8693.7,219,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Kandlerova,San Polo,Truffles,Crownstead,16925.0,351,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,6,1
Kandlerova,San Polo,Truffles,Cumberland Hill,15145.4,322,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,2
Kandlerova,San Polo,Truffles,Deadman's Murcia,6428.5,343,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,8,1
Kandlerova,San Polo,Truffles,Fair Harbour,225.0,211,CONFIRMED_FROM_VIDEO,CONFIRMED_FROM_VIDEO,Screen Recording 2026-08-16 223317.mp4,pooled_even_odd_wide,2,1
